No.,Fecha,Hora_UT,Nombre_Archivo,Ganancia,Exposicion,Resolucion,Binning,Estrella,Coord_Alt,Coord_Az,Dist_Zen,RA,Dec,HA,Sigma[px],Sigma[arcsec],r0[cm],FWHM,Seeing_uncorrected[arcsec],Airmass,Seeing [arcsec],std_seeing,,,,,,,,,,,,
1,2018-11-06,23:53:41 ,Capture 23_53_40Z,450,30,1920x1200,1x1,Altair,58.2071,281.7473,31.7929,19h50m47.00s,8°52m5.96s,2h06m59.69824706s,1.011,0.596,7.649,2.38,1.321,1.16,1.533,0.033826354,,,,,,,,,,,,
2,2018-11-06,23:54:57,Capture 23_54_57Z,450,30,1920x1200,1x1,Altair,57.8967,281.6621,32.1033,19h50m47.00s,8°52m5.96s,2h08m15.90632441s,1.006,0.594,7.688,2.37,1.315,1.16,1.525,0.080416969,,,,,,,,,,,,
3,2018-11-06,23:56:47,Capture 23_56_47Z,450,30,1920x1200,1x1,Altair,57.4472,281.5422,32.5528,19h50m47.00s,8°52m5.96s,2h10m06.20748901s,1.104,0.651,6.882,2.599,1.469,1.161,1.705,0.025302613,,,,,,,,,,,,
4,2018-11-07,0:26:44,Capture 00_26_44Z,450,30,1920x1200,1x1,Enif,76.8309,301.2743,13.1691,21h44m11.16s,9°52m30.03s,0h46m43.96983743s,0.816,0.482,9.885,1.922,1.022,1.007,1.029,0.047541794,,,,,,,,,,,,
5,2018-11-07,0:27:28,Capture 00_27_28Z,450,20,1920x1200,1x1,Enif,76.6737,300.8823,13.3263,21h44m11.16s,9°52m30.03s,0h47m28.09030335s,0.834,0.492,9.631,1.964,1.049,1.007,1.057,0.090488796,,,,,,,,,,,,
6,2018-11-07,0:28:40,Capture 00_28_40Z,480,10,1920x1200,1x1,Enif,76.4151,300.2608,13.5849,21h44m11.16s,9°52m30.03s,0h48m40.2874294s,0.961,0.567,8.129,2.263,1.243,1.007,1.252,0.097960309,,,,,,,,,,,,
7,2018-11-07,0:29:27,Capture 00_29_27Z,480,20,1920x1200,1x1,Enif,76.2454,299.868,13.7546,21h44m11.16s,9°52m30.03s,0h49m27.4161089s,0.798,0.471,10.157,1.879,0.995,1.007,1.002,0.101929169,,,,,,,,,,,,
8,2018-11-07,0:48:53,Capture 00_48_53Z,450,80,1920x1200,1x1,Sadalmelik,77.9525,253.5115,12.0475,22h05m47.04s,-0°19m11.46s,0h47m20.72904959s,0.750,0.443,10.936,1.767,0.924,1.001,0.926,0.029028721,,,,,,,,,,,,
9,2018-11-07,0:50:53,Capture 00_50_53Z,450,50,1920x1200,1x1,Sadalmelik,77.4716,254.1792,12.5284,22h05m47.04s,-0°19m11.46s,0h49m21.05759306s,0.757,0.446,10.829,1.782,0.933,1.001,0.935,0.036359318,,,,,,,,,,,,
10,2018-11-07,0:52:11,Capture 00_52_11Z,450,40,1920x1200,1x1,Sadalmelik,77.1583,254.5868,12.8417,22h05m47.04s,-0°19m11.46s,0h50m39.27114632s,0.756,0.446,10.834,1.781,0.933,1.001,0.916,0.021171259,,,,,,,,,,,,
11,2018-11-07,0:52:43,Capture 00_52_43Z,450,30,1920x1200,1x1,Sadalmelik,77.0295,254.7484,12.9705,22h05m47.04s,-0°19m11.46s,0h51m11.35875792s,0.816,0.481,9.895,1.921,1.021,1.001,1.023,0.041737274,,,,,,,,,,,,
12,2018-11-08,0:48:26,Capture 00_48_25Z,450,15,1920x1200,1x1,Fomalhaut,57.2372,179.0918,32.7628,22h57m39.05s,-29°37m20.05s,23h58m58.19708352s,1.561,0.921,4.540,3.676,2.226,1.212,2.6998,0.062270021,,,,,,,,,,,,
13,2018-11-08,0:50:42,Capture 00_50_42Z,450,7.5,1920x1200,1x1,Fomalhaut,57.2417,180.0055,32.7583,22h57m39.05s,-29°37m20.05s,0h01m14.56943727s,1.814,1.070,3.790,4.273,2.667,1.175,3.135,257.6654693,,,,,,,,,,,,
14,2018-11-08,0:51:36,Capture 00_51_36Z,480,1.96,1920x1200,1x1,Fomalhaut,57.2409,180.3683,32.7591,22h57m39.05s,-29°37m20.05s,0h02m08.71728361s,3.001,1.770,2.072,7.067,4.877,1.175,5.728,522.2643604,,,,,,,,,,,,
15,2018-11-08,0:55:04,Capture 00_55_04Z,380,30,1920x1200,1x1,Fomalhaut,57.2248,181.7652,32.7752,22h57m39.05s,-29°37m20.05s,0h05m37.28676583s,2.455,1.449,2.636,5.782,3.834,1.175,4.503,0.148126823,,,,,,,,,,,,
16,2018-11-08,1:00:57,Capture 01_00_56Z,400,30,1920x1200,1x1,Altair,40.6643,278.9856,49.3357,19h50m47.00s,8°52m5.96s,3h18m23.30094491s,1.657,0.977,4.227,3.902,2.391,1.423,3.403,0.136120045,,,,,,,,,,,,
17,2018-11-08,1:01:42,Capture 01_01_41Z,400,15,1920x1200,1x1,Altair,40.4789,278.9711,49.5211,19h50m47.00s,8°52m5.96s,3h19m08.4241502s,2.643,1.560,2.413,6.225,4.188,1.424,5.963,0.149455307,,,,,,,,,,,,
18,2018-11-08,1:04:11,Capture 01_04_11Z,450,7.5,1920x1200,1x1,Altair,39.8649,278.9246,50.1351,19h50m47.00s,8°52m5.96s,3h21m37.83209664s,3.421,2.019,1.771,8.057,5.708,1.425,0,0.094512786,,,,,,,,,,,,
19,2018-11-08,1:11:19,Capture 01_11_18Z,450,30,1920x1200,1x1,Enif,65.659,287.1897,24.341,21h44m11.16s,9°52m30.03s,1h35m22.8463276s,0.806,0.475,10.040,1.897,1.007,1.045,1.052,0.080949916,,,,,,,,,,,,
20,2018-11-08,1:12:21,Capture 01_12_21Z,450,15,1920x1200,1x1,Enif,65.4119,287.0371,24.5881,21h44m11.16s,9°52m30.03s,1h36m25.01607713s,1.070,0.631,7.141,2.520,1.415,1.045,1.479,0.033309992,,,,,,,,,,,,
21,2018-11-08,1:13:11,Capture 01_13_11Z,480,7.5,1920x1200,1x1,Enif,65.2124,286.9164,24.7876,21h44m11.16s,9°52m30.03s,1h37m15.15297192s,1.395,0.823,5.198,3.284,1.944,1.045,2.001,0.016418147,,,,,,,,,,,,
22,2018-11-08,1:19:57,Capture 01_19_57Z,450,30,1920x1200,1x1,Markab,76.7342,335.8775,13.2658,23h04m45.65s,15°12m18.96s,0h23m27.76725118s,0.863,0.509,9.252,2.031,1.092,1.022,1.117,0.005436502,,,,,,,,,,,,
23,2018-11-08,1:20:42,Capture 01_20_41Z,450,15,1920x1200,1x1,Markab,76.6564,335.1656,13.3436,23h04m45.65s,15°12m18.96s,0h24m12.89045649s,1.153,0.680,6.533,2.715,1.547,1.022,1.581,0.09694099,,,,,,,,,,,,
24,2018-11-08,1:21:16,Capture 01_21_15Z,480,7.5,1920x1200,1x1,Markab,76.5963,334.6334,13.4037,23h04m45.65s,15°12m18.96s,0h24m46.98354495s,1.393,0.822,5.205,3.280,1.942,1.022,1.985,0.190202232,,,,,,,,,,,,
25,2018-12-08,2:30:27,Capture 02_30_27Z,480,60,1920x1200,1x1,Hamal,68.5281,341.7441,21.4719,02h07m10.41s,23°27m44.70s,0h30m01.26850781s,0.810,0.478,9.982,1.907,1.013,1.066,1.079,0.146647726,,,,,,,,,,,,
26,2018-12-08,2:21:22,Capture 02_31_21Z,480,80,1920x1200,1x1,Hamal,69.1361,347.2764,20.8639,02h07m10.41s,23°27m44.70s,0h20m54.77630609s,0.735,0.434,11.21,1.731,0.902,1.066,0.961,0.235461249,,,,,,,,,,,,
27,2018-12-08,2:31:48,Capture 02_31_48Z,480,100,1920x1200,1x1,Hamal,68.42,340.9516,21.58,02h07m10.41s,23°27m44.70s,0h31m22.49028459s,0.732,0.432,11.266,1.724,0.897,1.066,0.956,0.05216853,,,,,,,,,,,,
28,2018-12-08,2:32:12,Capture 02_32_12Z,480,120,1920x1200,1x1,Hamal,68.3872,340.7183,21.6128,02h07m10.41s,23°27m44.70s,0h31m46.55599622s,0.653,0.385,12.93,1.537,0.782,1.066,0.833,227.0033151,,,,,,,,,,,,
29,2018-12-08,2:32:31,Capture 02_32_31Z,480,150,1920x1200,1x1,Hamal,68.3609,340.5342,21.6391,02h07m10.41s,23°27m44.70s,0h32m05.60801793s,0.445,0.262,20.487,1.047,0.493,1.066,0.526,393.881668,,,,,,,,,,,,
30,2018-12-08,2:32:51,Capture 02_32_50Z,480,200,1920x1200,1x1,Hamal,68.3329,340.3409,21.6671,02h07m10.41s,23°27m44.70s,0h32m25.66277763s,0.584,0.345,14.757,1.376,0.685,1.066,0.73,324.2261375,,,,,,,,,,,,
31,2018-12-08,2:33:24,Capture 02_33_23Z,480,100,1920x1200,2x2,Hamal,68.2863,340.0231,21.7137,02h07m10.41s,23°27m44.70s,0h32m58.75313113s,0.56,0.661,6.9,1.319,1.465,1.066,0.697,389.7281371,,,,,,,,1.838,,,,
32,2018-12-08,2:33:53,Capture 02_33_53Z,480,80,1920x1200,2x2,Hamal,68.2446,339.745,21.7554,02h07m10.41s,23°27m44.70s,0h33m27.83253269s,0.642,0.757,5.859,1.512,1.725,1.066,0.782,334.2800007,,,,,,,,1.543,,,,
33,2018-12-08,2:35:34,Capture 02_35_33Z,480,60,1920x1200,2x2,Hamal,68.0955,338.7852,21.9045,02h07m10.41s,23°27m44.70s,0h35m09.10906916s,0.555,0.655,6.979,1.306,1.448,1.066,0.669,0.15880876,,,,,,,,1.943,,,,
34,2018-12-08,2:36:03,Capture 02_36_03Z,480,150,1920x1200,2x2,Hamal,68.0514,338.5121,21.9486,02h07m10.41s,23°27m44.70s,0h35m38.18847072s,0.672,0.793,5.544,1.583,1.823,1.066,0.774,0.081299173,,,,,,,,,,,,
35,2018-12-08,2:48:29,Capture 02_48_29Z,480,60,1920x1200,1x1,Menkar,87.7525,65.5723,2.2475,03h02m16.77s,4°05m23.06s,23h52m59.86363873s,0.696,0.411,11.968,1.639,0.845,1.031,0.871,0.293810597,,,,,,,,,,,,
36,2018-12-08,2:48:50,Capture 02_48_50Z,480,80,1920x1200,1x1,Menkar,87.832,64.6204,2.168,03h02m16.77s,4°05m23.06s,23h53m20.92113641s,0.608,0.359,14.076,1.432,0.718,1.031,0.74,0.220045955,,,,,,,,,,,,
37,2018-12-08,2:50:26,Capture 02_50_26Z,480,100,1920x1200,1x1,Menkar,88.1857,59.2191,1.8143,03h02m16.77s,4°05m23.06s,23h54m57.18398297s,0.684,0.404,12.218,1.611,0.827,1.031,0.814,0.183963765,,,,,,,,,,,,
38,2018-12-08,2:50:47,Capture 02_50_47Z,480,120,1920x1200,1x1,Menkar,88.2604,57.748,1.7396,03h02m16.77s,4°05m23.06s,23h55m18.24148065s,0.644,0.380,13.148,1.516,0.769,1.031,0.792,152.4600245,,,,,,,,,,,,
39,2018-12-08,2:51:13,Capture 02_51_12Z,480,150,1920x1200,1x1,Menkar,88.3511,55.7434,1.6489,03h02m16.77s,4°05m23.06s,23h55m44.31266826s,0.598,0.353,14.353,1.409,0.704,1.031,0.806,248.5054052,,,,,,,,,,,,
40,2018-12-08,2:52:09,Capture 02_52_08Z,480,30,1920x1200,2x2,Menkar,88.5383,50.5977,1.4617,03h02m16.77s,4°05m23.06s,23h56m40.46599542s,0.548,0.646,7.087,1.29,1.426,1.031,1.47,143.6750412,,,,,,,,,,,,
41,2018-12-08,2:52:27,Capture 02_52_27Z,480,40,1920x1200,2x2,Menkar,88.5955,48.6578,1.4045,03h02m16.77s,4°05m23.06s,23h56m58.51527914s,0.483,0.57,8.248,1.137,1.225,1.031,1.263,158.9970574,,,,,,,,,,,,
42,2018-12-08,2:52:45,Capture 02_52_45Z,480,50,1920x1200,2x2,Menkar,88.6509,46.5555,1.3491,03h02m16.77s,4°05m23.06s,23h57m16.56456287s,0.518,0.611,7.584,1.219,1.333,1.031,1.374,96.65910294,,,,,,,,,,,,
43,2018-12-08,2:53:03,Capture 02_53_03Z,480,60,1920x1200,2x2,Menkar,88.7044,44.2763,1.2956,03h02m16.77s,4°05m23.06s,23h57m34.6138466s,0.534,0.63,7.31,1.257,1.383,1.031,1.383,86.91030055,,,,,,,,,,,,
44,2018-12-08,2:54:31,Capture 02_54_31Z,480,80,1920x1200,2x2,Menkar,88.928,30.1091,1.072,03h02m16.77s,4°05m23.06s,23h59m02.85478928s,0.516,0.609,7.609,1.216,1.328,1.031,1.369,0.042287377,,,,,,,,,,,,
45,2018-12-08,2:54:52,Capture 02_54_52Z,480,100,1920x1200,2x2,Menkar,88.9692,25.8987,1.0308,03h02m16.77s,4°05m23.06s,23h59m23.91228696s,2.845,3.357,0.981,6.701,10.3,1.031,0,0.105036502,,,,,,,,,,,,
46,2018-12-08,2:55:15,Capture 02_55_15Z,480,20,1920x1200,2x2,Menkar,89.0074,20.9168,0.9926,03h02m16.77s,4°05m23.06s,23h59m46.97526062s,0.454,0.536,8.881,1.069,1.138,1.031,1.173,411.1316827,,,,,,,,,,,,
47,2018-12-08,4:08:17,Capture 04_08_17Z,480,100,1920x1200,2x2,Aldebaran,75.6403,21.6684,14.3597,04h35m55.24s,16°30m33.49s,23h39m22.50711454s,0.695,0.82,5.326,1.637,1.898,1.06,2.011,374.6584209,,,,,,,,,,,,
48,2018-12-08,4:08:37,Capture 04_08_37Z,480,80,1920x1200,2x2,Aldebaran,75.6709,21.3696,14.3291,04h35m55.24s,16°30m33.49s,23h39m42.56187424s,0.543,0.641,7.159,1.279,1.412,1.06,1.496,0.056166419,,,,,,,,,,,,
49,2018-12-08,4:08:55,Capture 04_08_55Z,480,60,1920x1200,2x2,Aldebaran,75.6981,21.0996,14.3019,04h35m55.24s,16°30m33.49s,23h40m00.61115798s,0.519,0.612,7.566,1.221,1.336,1.06,1.416,47.27740042,,,,,,,,,,,,
50,2018-12-08,4:09:14,Capture 04_09_14Z,480,40,1920x1200,2x2,Aldebaran,75.7264,20.8134,14.2736,04h35m55.24s,16°30m33.49s,23h40m19.6631797s,72.071,85.044,0.02,169.727,497.974,1.06,0,247.6366594,,,,,,,,,,,,
51,2018-12-08,4:10:14,Capture 04_10_14Z,480,30,1920x1200,2x2,Aldebaran,75.8135,19.9022,14.1865,04h35m55.24s,16°30m33.49s,23h41m19.82745882s,0.701,0.827,5.269,1.651,1.918,1.06,2.033,301.1069195,,,,,,,,,,,,
52,2018-12-08,4:13:09,Capture 04_13_09Z,480,30,1920x1200,2x2,Aldebaran,76.0457,17.1818,13.9543,04h35m55.24s,16°30m33.49s,23h44m15.30660624s,0.678,0.8,5.489,1.596,1.841,1.059,1.951,349.1038762,,,,,,,,,,,,
53,2018-12-08,4:16:36,Capture 04_16_36Z,480,25,1920x1200,2x2,Aldebaran,76.2768,13.8525,13.7232,04h35m55.24s,16°30m33.49s,23h47m42.8733692s,108.857,128.451,0.012,256.359,816.815,1.059,3.07,16.47983082,,,,,,,,,,,,
54,2018-12-08,4:19:28,Capture 04_19_27Z,480,25,1920x1200,2x2,Aldebaran,76.4313,11.0067,13.5687,04h35m55.24s,16°30m33.49s,23h50m35.34430268s,98.018,115.661,0.014,230.831,720.21,1.059,0,87.05250872,,,,,,,,,,,,
55,2018-12-08,4:19:46,Capture 04_19_46Z,480,20,1920x1200,2x2,Aldebaran,76.4455,10.7052,13.5545,04h35m55.24s,16°30m33.49s,23h50m53.39358641s,51.118,60.319,0.031,120.383,329.748,1.059,0,0.120748591,,,,,,,,,,,,
56,2018-12-08,4:20:10,Capture 04_20_10Z,480,15,1920x1200,2x2,Aldebaran,76.4637,10.3023,13.5363,04h35m55.24s,16°30m33.49s,23h51m17.45929806s,79.318,93.595,0.018,186.794,558.653,1.059,0,0.044131118,,,,,,,,,,,,
57,2018-12-08,4:22:00,Capture 04_22_00Z,480,15,1920x1200,2x2,Aldebaran,76.5384,8.4422,13.4616,04h35m55.24s,16°30m33.49s,23h53m07.76047645s,171.921,202.867,0.007,404.874,1413.479,1.059,0,384.6139989,,,,,,,,,,,,
58,2018-12-08,4:22:19,Capture 04_22_19Z,480,10,1920x1200,2x2,Aldebaran,76.5499,8.1189,13.4501,04h35m55.24s,16°30m33.49s,23h53m26.81249817s,137.253,161.958,0.009,323.23,1078.747,1.059,0,300.6000495,,,,,,,,,,,,
59,2018-12-09,3:18:35,Capture 03_18_35Z,480,100,1920x1200,2x2,Aldebaran,68.6753,50.2391,21.3247,04h35m55.24s,16°30m33.49s,22h53m28.90447518s,0.494,0.583,8.022,1.163,1.26,1.173,1.489,254.6755862,,,,,,,,,,,,
60,2018-12-09,4:12:49,Capture 04_12_49Z,480,80,1920x1200,2x2,Aldebaran,76.2857,13.7069,13.7143,04h35m55.24s,16°30m33.49s,23h47m51.81388181s,0.58,0.685,6.612,1.367,1.529,1.059,1.619,0.030011109,,,,,,,,,,,,
61,2018-12-09,4:13:07,Capture 04_13_07Z,480,60,1920x1200,2x2,Aldebaran,76.3033,13.4119,13.6967,04h35m55.24s,16°30m33.49s,23h48m09.86316556s,0.553,0.652,7.008,1.302,1.442,1.059,1.528,84.08790973,,,,,,,,,,,,
62,2018-12-09,4:13:26,Capture 04_13_26Z,480,40,1920x1200,2x2,Aldebaran,76.3215,13.0996,13.6785,04h35m55.24s,16°30m33.49s,23h48m28.91518729s,144.74,170.794,0.009,340.864,1149.749,1.059,0,300.2045225,,,,,,,,,,,,
63,2018-12-09,4:13:45,Capture 04_13_45Z,480,30,1920x1200,2x2,Aldebaran,76.3392,12.7865,13.6608,04h35m55.24s,16°30m33.49s,23h48m47.96720903s,85.218,100.557,0.017,200.688,608.879,1.059,0,174.7648132,,,,,,,,,,,,
64,2018-12-09,4:14:02,Capture 04_14_02Z,480,20,1920x1200,2x2,Aldebaran,76.3547,12.5056,13.6453,04h35m55.24s,16°30m33.49s,23h49m05.01375479s,0.589,0.695,6.497,1.387,1.556,1.059,1.648,0.742711399,,,,,,,,,,,,
65,2018-12-09,4:14:25,Capture 04_14_25Z,480,15,1920x1200,2x2,Aldebaran,76.3752,12.1246,13.6248,04h35m55.24s,16°30m33.49s,23h49m28.07672847s,0.544,0.642,7.144,1.281,1.415,1.059,1.419,0.270556217,,,,,,,,,,,,
66,2018-12-09,4:15:05,Capture 04_15_05Z,480,10,1920x1200,2x2,Aldebaran,76.4093,11.4593,13.5907,04h35m55.24s,16°30m33.49s,23h50m08.1862479s,0.642,0.758,5.852,1.513,1.727,1.059,1.829,0.072013888,,,,,,,,,,,,
67,2018-12-09,4:15:41,Capture 04_15_41Z,480,8,1920x1200,2x2,Aldebaran,76.4384,10.8577,13.5616,04h35m55.24s,16°30m33.49s,23h50m44.2848154s,0.608,0.718,6.251,1.432,1.617,1.059,1.641,0.052753094,,,,,,,,,,,,
68,2018-12-09,4:24:54,Capture 04_24_53Z,480,100,1920x1200,2x2,Rigel,74.8784,139.0769,15.1216,05h14m32.27s,-8°12m5.90s,23h21m21.76589514s,0.595,0.702,6.418,1.401,1.575,1.053,1.508,0.017613126,,,,,,,,,,,,
69,2018-12-09,4:25:11,Capture 04_25_11Z,480,80,1920x1200,2x2,Rigel,74.9248,139.2799,15.0752,05h14m32.27s,-8°12m5.90s,23h21m38.81244091s,0.5,0.59,7.898,1.178,1.28,1.053,1.348,0.040581879,,,,,,,,,,,,
70,2018-12-09,4:25:31,Capture 04_25_31Z,480,60,1920x1200,2x2,Rigel,74.9791,139.5202,15.0209,05h14m32.27s,-8°12m5.90s,23h21m58.86720062s,0.577,0.68,6.664,1.358,1.517,1.053,1.844,0.055809199,,,,,,,,,,,,
71,2018-12-09,4:25:58,Capture 04_25_58Z,480,40,1920x1200,2x2,Rigel,75.0519,139.8474,14.9481,05h14m32.27s,-8°12m5.90s,23h22m25.94112624s,0.555,0.655,6.98,1.306,1.448,1.053,1.672,123.0160741,,,,,,,,,,,,
72,2018-12-09,4:26:15,Capture 04_26_15Z,480,30,1920x1200,2x2,Rigel,75.0976,140.0551,14.9024,05h14m32.27s,-8°12m5.90s,23h22m42.987672s,0.659,0.777,5.68,1.551,1.779,1.053,1.874,0.047253454,,,,,,,,,,,,
73,2018-12-09,4:26:34,Capture 04_26_34Z,480,20,1920x1200,2x2,Rigel,75.1483,140.2887,14.8517,05h14m32.27s,-8°12m5.90s,23h23m02.03969374s,0.725,0.855,5.062,1.707,1.996,1.053,2.103,0.071097742,,,,,,,,,,,,
74,2018-12-09,4:26:55,Capture 04_26_55Z,480,15,1920x1200,2x2,Rigel,75.2041,140.5487,14.7959,05h14m32.27s,-8°12m5.90s,23h23m23.09719144s,0.676,0.797,5.507,1.592,1.835,1.053,1.933,0.934064357,,,,,,,,,,,,
75,2018-12-09,4:27:12,Capture 04_27_12Z,480,10,1920x1200,2x2,Rigel,75.2491,140.7607,14.7509,05h14m32.27s,-8°12m5.90s,23h23m40.1437372s,0.733,0.865,4.997,1.726,2.022,1.053,1.942,0.836644223,,,,,,,,,,,,
76,2018-12-09,4:27:32,Capture 04_27_32Z,480,8,1920x1200,2x2,Rigel,75.3017,141.0117,14.6983,05h14m32.27s,-8°12m5.90s,23h24m00.19849692s,0.642,0.758,5.856,1.512,1.726,1.053,1.643,0.756997138,,,,,,,,,,,,
77,2018-12-09,4:27:56,Capture 04_27_56Z,480,5,1920x1200,2x2,Rigel,75.3645,141.3153,14.6355,05h14m32.27s,-8°12m5.90s,23h24m24.26420858s,0.675,0.796,5.516,1.589,1.832,1.053,1.93,0.860121051,,,,,,,,,,,,
